,Unnamed: 0,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
10,1186,Red Lines of Obsession,The Modern Age Slavery,spotify:track:5213uXUJp4qyRFHcKAGpAi,0.521,0.997,4,-1.891,0,0.196,0.000113,1.42e-05,0.602,0.0536,114.993,162267,4,36.30042,7,0
11,7965,Young Forever,Jay-Z + Mr. Hudson,spotify:track:35srNkJVToAzYiZzron1FY,0.637,0.69,9,-3.214,0,0.0693,0.41700000000000004,0.0,0.21100000000000002,0.10300000000000001,140.329,253907,4,27.74245,14,1
12,7309,Pekin Jazz,Plastilina Mosh,spotify:track:7vqg64H5hgsR6tkiFPYSCY,0.7829999999999999,0.598,0,-11.569,1,0.0357,0.7490000000000001,0.706,0.121,0.637,124.99,158333,4,24.60509,8,0
13,10140,Earth Scar,Decapitated,spotify:track:3loI2vzJg8QTSF44sOcfOV,0.267,0.988,7,-5.0569999999999995,1,0.0962,4.04e-05,0.00285,0.318,0.151,89.575,309693,4,31.935240000000004,12,0
14,1705,Wait (The Whisper Song),Ying Yang Twins,spotify:track:5Y78yINSOCW6xbOfGWNBg4,0.9329999999999999,0.513,7,-13.203,1,0.34700000000000003,0.00112,0.00248,0.107,0.595,102.01700000000001,179160,4,37.08533,10,1
15,3670,Love,Lana Del Rey,spotify:track:7MtVPRGtZl6rPjMfLoI3Lh,0.532,0.452,9,-10.654000000000002,0,0.043,0.892,0.0011300000000000001,0.127,0.203,129.895,218288,4,69.25215,7,1
16,11952,Animal I Have Become,Three Days Grace,spotify:track:56sk7jBpZV0CD31G9hEU3b,0.5529999999999999,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,231400,4,55.275980000000004,10,1
17,765,Neighbor (feat. Travis Scott),Juicy J,spotify:track:2iicKPnvOKfbJZJZtuQnjy,0.9209999999999999,0.748,1,-5.093,1,0.13,0.00908,0.0,0.0798,0.8009999999999999,139.97899999999998,162886,4,21.88406,7,0
18,1693,Young,Kenny Chesney,spotify:track:3tHPjLBakLS48aumhFpJMt,0.684,0.84,9,-5.752999999999999,1,0.0433,0.0278,0.0,0.32899999999999996,0.682,125.801,235733,4,29.31942,14,1
19,2262,Tairah - Villa Mix,Rexanthony,spotify:track:6REBAaSGXlNh619bhc4ZVJ,0.759,0.948,2,-10.198,1,0.0819,0.000395,0.7609999999999999,0.0532,0.10099999999999999,141.692,210077,4,34.28777,12,0
20,1304,Safari Song,Greta Van Fleet,spotify:track:1BfR5GMOgW0peHkPxrwf11,0.364,0.9279999999999999,2,-4.015,1,0.0485,0.16,1.58e-05,0.315,0.677,175.878,234600,4,19.779889999999998,12,0
21,4936,Wild & Crazy Nights,Steal Vybe,spotify:track:7qPjPKDfQlZG6ANUwecTUI,0.619,0.562,10,-13.215,0,0.0515,2.7399999999999995e-05,0.889,0.034,0.5870000000000001,125.99700000000001,444035,4,46.245470000000005,15,0
22,9033,Pumpkin Time,World / Inferno Friendship Society,spotify:track:67I39NUPpLvq2un6SF0mNF,0.359,0.75,11,-5.867000000000001,1,0.0772,0.511,0.0,0.237,0.335,94.84100000000001,279760,4,30.00593,10,0
23,5585,All over You,The Spill Canvas,spotify:track:4b9jRNwMUvABxTD1amyfA6,,0.941,10,-3.159,0,0.0347,0.00848,0.0,0.102,0.524,134.916,202432,4,27.6613,8,0
24,10600,THE ONE - English ver.,BABYMETAL,spotify:track:63LM6NrZWLzVVDKnC5tgCk,0.218,0.905,4,-2.499,1,0.142,0.00031600000000000004,0.247,0.0808,0.317,130.22,389093,4,76.32696,14,0
25,81,Aplasta Sus Creencias - Total Desecration (Outro),,,,0.986,8,-6.237,0,,1.9699999999999998e-05,0.909,0.2,0.10400000000000001,99.00399999999999,251983,4,75.32489,5,0
26,3242,Somebody's Story,Solomun,spotify:track:5453frA2hsBPjGRVDHm1PJ,0.71,0.654,3,-12.174000000000001,0,0.0398,0.0396,0.8109999999999999,0.107,0.579,123.99799999999999,548640,4,31.97643,18,0
27,1622,Suppertime,CÃ¦cilie Norby,spotify:track:7rNZvHnFTiKqypvIme7LK6,0.34700000000000003,0.154,7,-11.761,1,0.033,0.867,0.000192,0.0958,0.0893,173.75099999999998,228600,3,43.56459,11,0
28,11651,All I Ever Wanted,Kelly Clarkson,spotify:track:31wPF6zccO0cINHfUS7wWb,0.633,0.866,11,-3.633,1,0.0443,0.0103,0.0,0.22699999999999998,0.696,100.007,239107,4,41.8426,9,1
29,895,Santa Fe,Adam Pascal,spotify:track:2TN1LttjDusbg3hzeH9MzJ,0.6970000000000001,0.56,9,-6.926,1,0.121,,1.71e-06,0.11199999999999999,0.44799999999999995,157.52100000000002,207640,3,33.67072,9,0
30,4382,PÃ¤rt: Spiegel im Spiegel (Excerpt),Arvo PÃ¤rt,spotify:track:2KMr9cGZCqmc7CArKuqnK6,0.209,0.015,5,-31.366999999999997,1,0.0426,0.991,0.193,0.059000000000000004,0.0828,76.21,244907,3,55.05862,16,0
31,1929,Ghetto Blasters,Ghoul,spotify:track:0UvsK2aQdg2bQU4bCGn6fK,0.491,0.8390000000000001,6,-9.186,0,0.0897,0.0010400000000000001,0.0841,0.113,0.271,160.248,172240,4,55.74193,8,0
32,3447,Kai's Medley (Starlight / Ride the Sky / Judas / Heavy Metal Is the Law) - Live,Helloween,spotify:track:3wfcxNA984dQDRxV18gcy8,0.14400000000000002,0.9840000000000001,7,-6.954,0,0.135,4.8200000000000006e-05,0.000546,0.9229999999999999,0.0906,157.136,832067,4,26.15007,27,0
33,4486,Baby I Love U,Jennifer Lopez,spotify:track:3adU6Jes8lnvOLnmYYVJgr,0.8320000000000001,0.688,2,-6.346,1,0.0468,0.018000000000000002,0.207,0.0596,0.39899999999999997,111.965,268733,3,26.350170000000002,9,1
34,8980,Hell Razor,Halford,spotify:track:3ykWPHBBlbEoR7b9ZCB2XT,0.503,0.932,6,-7.252999999999999,0,0.066,0.0008730000000000001,1.77e-05,0.0349,0.517,135.079,224400,4,45.93672,11,0
35,1389,Have You Forgotten?,Darryl Worley,spotify:track:5JWuz7zukN8z9JLNm29U5K,0.478,0.625,7,-5.975,1,0.0341,0.0515,0.0,0.11599999999999999,0.34299999999999997,160.196,242293,4,19.11048,13,1
36,3279,Dancehall King,Shatta Wale,spotify:track:1fUXKsPnj5SnAcJLXaM3j1,0.7929999999999999,0.937,1,-3.562,1,0.0553,0.541,0.0,0.0695,0.973,124.009,219733,4,38.58784,9,0
37,11075,Sugar,SDIB,spotify:track:1dIFK7mcbKMEn2Z28CsMXu,0.8109999999999999,0.456,7,-8.288,0,0.0353,0.58,1.75e-06,0.111,0.627,123.984,270840,4,29.664990000000003,9,0
38,647,Coney Island,Good Old War,spotify:track:5jnekVPgf12EsKtBX3JPTW,0.619,0.741,5,-7.186,1,0.0444,,0.0,0.079,0.9229999999999999,99.475,163840,4,91.35802,5,0
39,426,Love,Keyshia Cole,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,0.688,0.519,5,-4.285,1,0.0283,0.064,0.0,0.1,0.318,116.714,255333,4,40.94984,12,1
40,1919,Killing Machine - Live,Living Death,spotify:track:5aQLHEG4gOcOvk4bXNU83R,0.109,0.975,11,-9.323,0,0.129,0.00583,1.06e-05,0.961,0.11599999999999999,187.037,177747,4,82.34866,7,0
41,3245,Hell Of A Night,Dustin Lynch,spotify:track:4x7Di9FZJXJoxHjLxjImmp,0.499,0.797,2,-4.845,1,0.0402,0.00472,0.0,0.297,0.591,85.054,190427,4,16.678720000000002,9,1
42,7663,Now That I've Found You,Liam Gallagher,spotify:track:4QSxcUAwEx5sFitOKZfQDN,0.461,0.892,0,-3.38,1,0.0397,0.000162,6.73e-05,0.126,0.573,129.999,200911,4,34.89105,7,0
43,6414,Night Of Your Life,David Guetta Featuring Jennifer Hudson,spotify:track:3edtfOPItUNifLGYHIH1Oj,0.7390000000000001,0.705,10,-5.797000000000001,0,0.0414,0.01,0.0,0.25,0.349,128.026,221973,4,22.76154,11,1
44,3036,Knockout,Lil Wayne Featuring Nicki Minaj,spotify:track:1DDsYldutVWnRrRbZc5X5B,0.488,0.821,7,-3.7289999999999996,1,0.0482,0.00263,0.0005139999999999999,0.287,0.354,159.99200000000002,249307,4,24.9919,14,1
45,4060,Light It Up,Luke Bryan,spotify:track:5w3NgfV8v1nNZFLUBlGHIL,,0.9279999999999999,6,-2.7239999999999998,0,0.0883,0.133,0.0,0.10300000000000001,0.738,130.012,177306,4,37.46902,5,1
46,11438,Cursing Akhenaten,After The Burial,spotify:track:1WW95lb7mZKyU6Wi2c5fPT,0.48,0.97,1,-4.21,1,0.217,4.92e-05,0.0964,0.324,0.0548,160.033,243933,4,25.09252,8,0
47,9350,Burn Out,Midland,spotify:track:7yrJnekdlwWARt5lmVqJ6L,0.6709999999999999,0.7240000000000001,7,-5.61,1,0.0244,0.292,0.0,0.231,0.8009999999999999,99.976,188613,4,38.82762,7,1
48,4473,World Music with Black Edges,Solefald,spotify:track:2V7v63lt9RzCqoheIzjB8V,0.465,0.9640000000000001,1,-5.347,1,0.166,0.0257,0.000321,0.132,0.5329999999999999,159.991,475099,4,37.239340000000006,28,0
49,1096,Later On,The Swon Brothers,spotify:track:7lG4154Md1Kw7BMg56Pt4s,0.41100000000000003,0.903,2,-2.948,1,0.14400000000000002,,0.0,0.10400000000000001,0.614,180.078,217160,4,21.55313,12,1
50,3143,Spirited Away - The Sixth Station,Joe Hisaishi,spotify:track:5EWcBYfePistjwchTjLjzo,0.314,0.0273,4,-27.305999999999997,0,0.0354,0.9259999999999999,0.8,0.126,0.0399,77.708,228253,4,22.20585,11,0
51,4970,44 More,Logic,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,0.8240000000000001,0.584,10,-7.098,0,0.221,0.0718,0.0,0.106,0.21899999999999997,139.965,188600,4,27.4214,8,1
52,10978,No One,Maoli,spotify:track:7MlBzvvVTilZ9R6WLtCUUb,0.6409999999999999,0.5,11,-8.816,1,0.0418,0.603,0.0,0.188,0.8490000000000001,79.922,270613,4,47.202870000000004,13,0
53,549,Make Me Like You,Gwen Stefani,spotify:track:2WIxwn8LZRI7knO1VbwdaE,0.741,0.7140000000000001,5,-4.739,0,0.0476,0.0403,1.58e-05,0.127,0.799,118.036,216947,4,59.4053,7,1
54,2492,Dis Love,DJ Spinall,spotify:track:0HRmd1drCEQWFYdm4BgI5w,0.598,0.696,0,-4.281000000000001,0,0.195,0.19399999999999998,0.00108,0.10400000000000001,0.96,99.82700000000001,158433,4,42.903729999999996,10,0
55,3375,MotorSport,"Migos, Nicki Minaj & Cardi B",spotify:track:4wFjTWCunQFKtukqrNijEt,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,4,23.51826,13,1
56,9007,You're So Beautiful,Empire Cast Featuring Jussie Smollett & Yazz,spotify:track:4jPYWplZcF6kAfHZ885EUS,0.78,0.7390000000000001,7,-5.355,1,0.0656,0.00853,0.0,0.045,0.7040000000000001,122.02600000000001,213907,4,16.27283,13,1
57,6919,When A Woman Loves,R. Kelly,spotify:track:67UivNNJwBPb8XS7r4fGmf,0.32799999999999996,0.447,5,-5.647,1,0.0515,0.498,0.0,0.174,0.40399999999999997,180.33599999999998,310560,3,31.647190000000002,11,1
58,10325,Beasts of the Borderlands,Midnight Syndicate,spotify:track:3cMW6b7LnTgvBhsx5Z27Vi,0.46799999999999997,0.41200000000000003,5,-13.129000000000001,0,0.0364,0.672,0.7240000000000001,0.10800000000000001,0.428,109.00399999999999,177173,4,49.62069,8,0
59,5577,Theemai Dhaan Vellum - Awakening the Monster,Hiphop Tamizha,spotify:track:3F7IiHst8X2KXwu4oBkywY,,0.655,11,-5.091,0,0.0911,0.8,2.58e-06,0.5710000000000001,0.568,80.012,212498,4,62.3968,8,0
60,1626,I Can,Nas,spotify:track:2NPxL1QqPrD1a7OLHjVcAP,0.8370000000000001,0.885,6,-3.9139999999999997,0,0.182,0.10300000000000001,0.0,0.0666,0.6940000000000001,95.31299999999999,253720,4,17.6779,12,1
61,6535,Call Out My Name,The Weeknd,spotify:track:09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,26.01458,10,1
62,3770,Georgia Clay,Josh Kelley,spotify:track:26AGhzVb4qXRy1QBMR7lzG,0.612,0.737,6,-5.051,1,0.033,0.048,0.0,0.191,0.512,106.87100000000001,183760,4,39.609190000000005,9,1
63,6438,Victorious,Panic! At The Disco,spotify:track:6od5hFv9IT5JHc7NEF9HRv,0.57,0.865,8,-4.518,1,0.0472,0.00205,0.0,0.40399999999999997,0.691,110.01,178600,4,26.93243,10,1
64,7480,Occult Glider,Jazkamer,spotify:track:2Q4VI3YbXvqzq22dWmPkp8,0.168,0.8079999999999999,7,-4.563,0,0.10800000000000001,0.0329,0.9640000000000001,0.331,0.0209,91.26899999999999,745600,3,76.55211,28,0
65,7490,Drip Too Hard,Lil Baby & Gunna,spotify:track:78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.51100000000001,145543,4,33.15747,7,1
66,579,Maimed to Beg,Cerebral Fix,spotify:track:3Cug9f7ntU6bAYDa84vsaX,0.168,0.853,4,-10.384,1,0.0562,,0.374,0.376,0.564,81.607,179400,4,60.502759999999995,5,0
67,11799,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,spotify:track:5knuzwU65gJK7IF5yJsuaW,0.72,0.763,9,-4.0680000000000005,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4,36.52339,12,1
68,603,Not For Long,B.o.B Featuring Trey Songz,spotify:track:6H75Ki32BRrJFQeDNR05s1,0.8370000000000001,0.662,1,-5.104,1,0.0486,,0.00057,0.113,0.679,100.054,215508,4,49.57163,10,1
69,10004,Rosemary Lane,Espers,spotify:track:7zkVLsLo9dsyPtfovwoJeZ,0.596,0.49,7,-6.654,0,0.0268,0.39399999999999996,0.00145,0.10400000000000001,0.337,118.833,281600,3,32.39463,12,0
70,3835,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,spotify:track:1ZlVEstPFrKs3alKIejN6I,0.545,0.7959999999999999,10,-2.762,0,0.406,0.0467,0.00028700000000000004,0.165,0.629,166.122,231987,4,35.15663,9,1
71,10288,Nanou2,Aphex Twin,spotify:track:6Wei2NUSG66WzLiqSuQAy5,0.33799999999999997,0.000982,8,-28.82,1,0.0465,0.977,0.239,0.0966,0.0776,93.066,205187,0,38.4569,9,0
72,7583,Reaktor 4,Craft,spotify:track:0TgUsVSwNcXllG1cvZjgn6,0.207,0.997,11,-5.505,1,0.13,2.58e-06,0.853,0.133,0.0385,129.447,231693,4,56.145619999999994,12,0
73,4167,Shame,Mikkel Metal,spotify:track:3s3P5T211ogp5zXDnsGmgS,0.297,0.41,4,-16.1,0,0.0368,0.273,0.9420000000000001,0.0947,0.17600000000000002,91.811,307040,4,19.16562,12,0
74,6134,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,spotify:track:0FmCLEHfINGqwlyzvklNqy,0.81,0.7909999999999999,7,-5.909,1,0.18100000000000002,0.0893,0.0,0.0838,0.948,153.067,314400,4,34.36618,17,1
75,11321,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,spotify:track:1UmI1kV6HpC56GtcMtV22b,0.575,0.496,4,-6.716,0,0.16399999999999998,0.0945,0.0,0.0891,0.28800000000000003,103.49,244227,3,49.59515,9,1
76,4707,Natural's Not In It,Gang Of Four,spotify:track:7zGcnkHnMpileiI0H0aIgc,,0.84,0,-6.974,1,0.28800000000000003,0.0401,0.0652,0.0199,0.895,161.34,186760,4,24.88276,8,0
77,10540,If I Can't Have You,Shawn Mendes,spotify:track:6LsAAHotRLMOHfCsSfYCsz,0.6920000000000001,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.8640000000000001,123.911,190800,4,53.67961,9,1
78,3235,The Business,Yung Berg Featuring Casha,spotify:track:33PowGnnFPgWSGHcGIQX1U,0.63,0.726,7,-5.372000000000001,1,0.177,0.00867,0.0,0.0864,0.327,133.317,253840,4,24.602320000000002,12,1
79,5498,Lupus Dei - Live,Powerwolf,spotify:track:2xGmdQgW4rgv5VTO2t7W5w,,0.861,6,-5.6579999999999995,1,0.0655,0.0253,7.28e-05,0.685,0.0992,117.88600000000001,337600,3,33.64803,15,0
80,10363,Rose Room,Teddy Wilson,spotify:track:5oCMCUK8QIUPeAYiZSe8VJ,0.528,0.414,8,-22.706999999999997,1,0.0874,0.904,0.853,0.9570000000000001,0.8320000000000001,103.243,417261,4,33.63824,17,0
81,2347,Back In Time,Pitbull,spotify:track:3eQlGeyuSibgAGPEJugaDW,0.7290000000000001,0.9109999999999999,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760,4,23.24205,11,1
82,5971,Monster,Meek Mill,spotify:track:37EDnGj3yFe5Hs4Zk3s3YF,0.67,0.75,11,-4.954,1,0.205,0.0103,0.0,0.33799999999999997,0.529,94.405,170883,4,51.4509,7,1
83,5310,Difference (Interlude),XXXTENTACION,spotify:track:5itzep0nGnq7hxCfFNsTIR,0.593,0.0668,11,-15.267999999999999,0,0.0722,0.9490000000000001,1.31e-05,0.19399999999999998,0.19,102.456,76974,4,39.12958,4,1
84,7894,The Things We Did Last Summer,Freddie Hubbard,spotify:track:1cfMdMmJqBlLn4auevv0iB,0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.16899999999999998,0.163,79.26100000000001,439120,4,34.21844,24,0
85,11940,Feeling Punk - Roy Mclaren Remake,Todd Terry,spotify:track:3n1kKy9snWcZc2t49YdHcH,0.7709999999999999,0.695,2,-9.988999999999999,1,0.0627,0.00011,0.675,0.0359,0.597,123.99600000000001,375484,4,44.53293,10,0
86,10358,Hip Hop No Party Trap Metal Version,MC HotDog,spotify:track:6oKhwGKLhvH5ROL0vL2NYd,0.79,0.871,6,-5.26,0,0.188,0.0991,2.6899999999999997e-05,0.18899999999999997,0.688,127.01100000000001,233771,4,28.380879999999998,8,0
87,10680,Tea For Two,Jacky Terrasson,spotify:track:5BfARSeDgbcCaRZUM64bMY,0.534,0.0566,7,-24.075,1,0.0506,0.8590000000000001,0.35200000000000004,0.0609,0.185,77.221,287800,4,44.66865,13,0
88,1954,Heartbeats,The Knife,spotify:track:2YacpExEbX9tF8IbFlFOo4,0.649,0.753,8,-4.875,1,0.0319,0.0209,5.8099999999999996e-05,0.105,0.46,87.99,231853,4,44.63329,10,0
89,10360,When Love Is Within You (Wenn Liebe in dir ist),Lukas Perman,spotify:track:6zxkkmB9YCmvweCyEQmPvI,0.325,0.429,2,-8.611,1,0.0412,0.7040000000000001,1.74e-06,0.111,0.23600000000000002,58.5,224547,4,50.514520000000005,7,0
90,2282,The Blues Is Alive And Well,Buddy Guy,spotify:track:0TuPaGnVZ9wwv0qAjCLEin,0.6409999999999999,0.539,7,-5.69,0,0.0264,0.568,0.00186,0.12,0.6990000000000001,95.94200000000001,313547,4,48.59243,14,0
91,3209,Cold Water,Major Lazer Featuring Justin Bieber & MO,spotify:track:7zsXy7vlHdItvUSH8EwQss,0.608,0.7979999999999999,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360,4,23.73333,10,1
92,2525,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,spotify:track:0M7mWKqwTIaVjYyxfZmtTa,0.424,0.6609999999999999,2,-5.547000000000001,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,195533,4,25.72683,9,1
93,9979,Funk-O-Holic - Mixed,C. Da Afro,spotify:track:3oNjYEsZfQHUldxEU2HEba,0.92,0.8059999999999999,11,-7.952999999999999,0,0.19,0.0767,0.6729999999999999,0.0518,0.8690000000000001,118.006,349831,4,32.0481,13,0
94,4176,Crying On A Suitcase,Casey James,spotify:track:020b0QxseQbcMTPKV49qRm,0.402,0.7,4,-4.613,1,0.0348,0.147,0.0,0.0992,0.496,198.972,221387,4,37.25696,11,1
95,8911,Like I Would,Zayn,spotify:track:1zWMf9bVyhY5W3ZORbjNWt,0.565,0.8320000000000001,10,-5.732,0,0.114,0.0247,0.0,0.26,0.233,112.82700000000001,192133,4,51.69151,8,1
96,9086,DJ Turn It Up,Yellow Claw,spotify:track:1ivuWgxFQb2xzxVNSlB1hF,0.8290000000000001,0.695,1,-5.561,1,0.0473,0.000956,0.17800000000000002,0.11199999999999999,0.369,102.01799999999999,211777,4,37.64025,11,0
97,9981,Clothes Off!!,Gym Class Heroes,spotify:track:6miqdoICzUXCL5UHCuucjK,0.7609999999999999,0.69,11,-5.56,1,0.11,0.0225,0.0,0.34,0.742,114.98700000000001,235480,4,69.93885999999999,10,1
98,2016,Ass Up - Groove Coverage Remix Edit,Baracuda,spotify:track:7382QlvNYPQz0InULkoO46,0.6940000000000001,0.653,11,-7.041,0,0.0376,0.00223,0.000176,0.0613,0.51,129.975,248347,4,43.92458,9,0
99,3796,Sing For The Moment,Eminem,spotify:track:3CpoeW0cZSDzIRv5z34F87,0.6679999999999999,0.8240000000000001,5,-4.164,0,0.13699999999999998,0.0017,3.05e-06,0.0426,0.185,163.96099999999998,339547,4,23.07485,17,1
100,2569,Black Skinhead,Kanye West,spotify:track:722tgOgdIbNe3BEyLnejw4,0.7659999999999999,0.821,1,-6.124,1,0.268,0.00112,0.0,0.168,0.299,130.07299999999998,188013,4,64.28969000000001,7,1
101,442,Our Song,Taylor Swift,spotify:track:15DeqWWQB4dcEWzJg15VrN,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.32899999999999996,0.539,89.01100000000001,201107,4,25.73794,9,1
102,382,Be OK,Ingrid Michaelson,spotify:track:2qESkHBZ2VThboOnosYFBk,0.821,0.773,4,-6.7410000000000005,1,0.0464,,0.0,0.11599999999999999,0.9540000000000001,133.053,147680,4,37.6119,7,1
103,5004,U Saved Me,R. Kelly,spotify:track:2mw9UnfWIw9mYPAoDEc4ud,0.6509999999999999,0.56,6,-7.0120000000000005,1,0.053,0.598,0.0,0.0873,0.297,104.045,373773,4,55.16989,14,1
104,8849,All There,Jeezy,spotify:track:4l5lF04xjhTfYSopCXc4FU,0.685,0.768,4,-2.753,1,0.0336,0.0584,0.0,0.14400000000000002,0.322,72.49,198413,4,68.72725,8,0
105,3764,Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",spotify:track:7FfpP3YZ6fOWMdxkIAtud9,0.708,0.56,9,-7.132000000000001,1,0.129,0.0668,0.0,0.111,0.41100000000000003,163.043,230520,4,86.28227,9,1
106,1847,El Hip Hop,Ariel Kelly,spotify:track:3xRoUpPrzjObEwQRdF46gL,0.48,0.8370000000000001,11,-5.495,0,0.24,0.10300000000000001,0.0,0.128,0.652,91.916,246079,4,33.81769,12,0
107,7953,Weak,AJR,spotify:track:5DZwnLxHjWTZaz9jOpRhxb,0.67,0.643,5,-4.553,1,0.0465,0.11800000000000001,0.0,0.192,0.703,123.979,201159,4,31.02672,9,1
108,10545,Uprising,Muse,spotify:track:4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.11699999999999999,0.41100000000000003,128.019,304840,4,39.49767,11,1
109,6093,Undo It,Carrie Underwood,spotify:track:1Fo2N5iXRi37maMboaig7O,0.47600000000000003,0.84,2,-2.259,1,0.057999999999999996,0.11,0.0,0.046,0.648,156.254,177253,4,37.67881,7,1
110,10771,Je suis d'ailleurs,Alcest,spotify:track:1BfgBMpDcjZXiHuFT61caa,0.42,0.652,9,-8.361,0,0.0329,5.65e-05,0.877,0.0925,0.237,126.29700000000001,440320,4,56.36946,16,0
111,2747,Karma,Alicia Keys,spotify:track:588RGyR1f4Plc8nm7SrdCa,0.727,0.736,10,-6.202999999999999,1,0.0615,0.0743,0.0031100000000000004,0.0347,0.687,85.1,256000,4,44.66667,11,1
112,7619,Jigga,JAY-Z,spotify:track:666HYUUijpHmbVjOEr6VTK,0.733,0.9059999999999999,8,-4.749,1,0.379,0.0328,0.0,0.111,0.696,98.516,204027,4,28.53552,8,1
113,2738,Glass: The Hours - Arr. Michael Riesman - Morning Passages,Philip Glass,spotify:track:34eDtkmOUTbXbyIsITBP6v,0.327,0.0462,3,-24.656,1,0.0387,0.991,0.903,0.195,0.0339,111.604,369587,4,32.71666,16,0
114,2982,Used To Love You,Gwen Stefani,spotify:track:7dhB1xznh2bbCWrFjCSH5x,0.623,0.654,8,-5.4079999999999995,1,0.0674,0.0183,1.73e-06,0.39799999999999996,0.193,96.01700000000001,227680,4,51.47658,7,1
115,1785,Sahti Waari,Turisas,spotify:track:6G2LH3uNtxBpLD2wxRmQtF,0.401,0.867,0,-6.641,1,0.0492,0.00293,0.9229999999999999,0.292,0.675,159.846,148293,4,24.90019,10,0
116,9932,1000 Estrellas,Charlie 3,spotify:track:4dk59nVJKBJCPupuL6RGae,0.473,0.722,5,-5.176,1,0.0358,0.00507,0.0,0.377,0.5489999999999999,149.625,256000,4,40.17949,11,0
